timestamp,ax,ay,az,gx,gy,gz
3.1,0.028,-0.172,0.916,5.058,7.077,-6.273
3.12,-0.076,-0.049,1.188,-9.331,3.65,1.693
3.14,-0.069,0.072,1.062,-5.243,3.898,-6.031
3.16,0.108,-0.063,0.976,-3.308,-0.265,-1.712
3.18,0.047,0.138,1.199,8.139,-1.947,-9.9
3.2,-0.061,0.172,1.042,-2.505,0.844,-6.105
3.22,0.088,-0.14,1.194,0.061,6.643,1.899
3.24,-0.004,0.171,0.824,3.563,-0.385,7.56
3.26,-0.076,0.017,0.997,-1.846,2.659,0.465
3.28,-0.03,0.126,0.978,-4.202,-9.207,-0.4
3.3,0.138,0.163,0.93,0.372,4.725,4.147
3.32,0.015,-0.008,1.077,-7.792,-6.867,-3.141
3.34,0.054,0.057,0.821,-0.114,2.762,-9.274
3.36,-0.048,-0.047,1.135,-8.714,4.744,-2.769
3.38,-0.137,-0.195,1.182,7.717,-9.72,-0.56
3.4,-0.087,-0.175,1.128,-3.512,7.818,9.54
3.42,0.075,0.117,1.02,5.273,9.582,-5.474
3.44,0.115,0.029,0.857,7.488,-5.632,1.61
3.46,0.012,-0.012,1.189,-9.138,7.453,5.265
3.48,-0.113,-0.195,1.158,-4.9,2.752,-3.09
3.5,0.061,-0.163,0.816,-4.782,-5.173,-6.061
3.52,0.168,-0.113,1.029,-2.977,-7.853,-5.849
3.54,-0.022,-0.002,1.191,6.663,-8.109,-4.549
3.56,-0.018,-0.02,0.862,-7.555,6.913,4.404
3.58,0.09,-0.069,0.87,-5.235,2.539,-0.79
3.6,0.091,-0.129,0.926,1.084,0.761,-4.832
3.62,0.172,0.093,1.052,-1.484,4.024,4.374
3.64,0.174,0.161,1.047,0.517,-2.35,7.433
3.66,-0.08,0.05,0.871,6.252,3.606,-4.806
3.68,-0.044,0.134,0.853,0.122,5.741,-2.972
3.7,-0.139,0.189,0.883,-5.337,8.285,-2.893
3.72,0.186,-0.118,1.113,-2.729,3.345,7.534
3.74,0.034,0.15,0.929,7.587,-8.928,-1.025
3.76,0.168,0.187,1.01,7.642,8.933,9.737
3.78,0.15,0.086,1.191,5.427,5.364,-3.806
3.8,-0.086,-0.152,0.994,-2.799,-9.297,-0.676
3.82,0.061,0.132,1.042,1.911,5.306,6.29
3.84,-0.005,0.053,0.885,0.737,-6.603,-2.331
3.86,0.182,0.186,0.942,-6.462,-3.694,2.681
3.88,-0.116,0.067,0.827,1.205,4.081,2.016
3.9,0.065,0.08,1.068,6.529,7.04,-7.397
3.92,0.173,-0.19,1.044,5.247,-6.941,-7.22
3.94,0.021,-0.141,0.984,-6.531,4.215,-0.363
3.96,0.118,0.164,0.981,1.447,0.012,6.377
3.98,0.193,0.082,0.832,-1.532,-3.972,9.306
4.0,-0.171,-0.106,0.943,-3.661,9.749,7.514
4.02,-0.048,-0.182,0.97,-4.991,8.617,3.527
4.04,0.076,0.09,1.063,-4.128,-1.164,2.803
4.06,-0.125,0.115,0.911,-9.62,-0.409,-6.051
4.08,-0.186,-0.015,1.029,1.108,4.998,-0.878
4.1,0.19,0.093,0.882,4.242,-8.274,1.889
4.12,-0.088,0.163,1.037,-8.8,0.13,-0.62
4.14,-0.041,0.115,0.875,-4.62,1.963,1.453
4.16,-0.076,-0.17,1.156,3.2,-1.482,-3.017
4.18,0.183,-0.103,1.16,-1.01,6.648,2.223
4.2,0.138,0.039,1.014,-2.815,-0.068,5.356
4.22,-0.024,-0.179,1.192,-2.049,-0.96,-9.561
4.24,-0.074,-0.107,1.073,1.289,-1.22,8.96
4.26,0.026,-0.014,0.995,-8.821,1.053,-2.846
4.28,0.134,0.019,1.023,-8.666,6.395,-1.236
4.3,0.105,-0.107,1.042,-3.894,-5.546,8.21
4.32,-0.067,-0.127,0.912,0.458,-1.075,-5.495
4.34,0.096,0.075,0.813,4.549,2.116,-3.126
4.36,-0.053,0.051,1.136,-2.776,-4.693,8.664
4.38,-0.065,0.105,0.943,1.598,7.166,-4.827
4.4,-0.033,0.148,0.972,0.575,9.912,8.436
4.42,0.045,0.047,1.09,-1.644,-8.415,-5.892
4.44,0.128,-0.05,1.076,7.861,-1.015,-5.443
4.46,-0.184,0.058,1.196,-4.603,4.343,-6.695
4.48,-0.024,0.143,1.12,8.728,-2.5,1.85
4.5,0.123,-0.173,0.881,-3.024,7.595,4.889
4.52,-0.188,-0.183,0.915,3.52,-6.369,-8.315
4.54,-0.168,0.076,1.075,-5.927,8.738,6.983
4.56,-0.116,0.198,1.016,-0.654,1.925,9.833
4.58,0.135,-0.008,0.857,1.212,-4.604,0.694
4.6,-0.012,-0.1,1.124,-2.268,-4.59,-0.109
4.62,0.122,0.184,1.094,1.365,-4.207,-7.271
4.64,0.072,-0.083,0.834,-7.145,-6.556,1.162
4.66,0.135,0.183,1.059,-6.648,-8.168,-4.265
4.68,-0.127,0.099,0.976,-6.309,-8.915,-5.226
4.7,-0.064,-0.03,1.123,-6.393,9.496,3.915
4.72,0.023,-0.062,0.894,-7.028,1.561,3.014
4.74,0.165,-0.038,1.131,2.001,-9.172,9.771
4.76,0.191,0.025,0.92,8.842,3.598,-1.415
4.78,0.034,-0.05,0.886,-3.251,-5.621,2.807
4.8,0.021,-0.087,0.808,-8.705,-5.993,-4.646
4.82,-0.004,0.111,1.06,-5.199,9.354,2.202
4.84,-0.179,-0.126,0.965,4.318,-3.997,-1.545
4.86,0.144,0.099,0.809,-2.705,-6.645,0.698
4.88,-0.137,0.032,0.849,1.814,8.164,3.864
4.9,0.031,0.152,1.02,1.115,-0.639,5.168
4.92,-0.043,0.148,1.084,2.473,1.404,-2.945
4.94,-0.185,0.092,1.142,0.934,6.44,-9.015
4.96,0.136,-0.174,0.874,-2.101,-0.254,0.062
4.98,0.034,-0.169,0.822,-2.29,5.324,-9.154
5.0,0.004,0.038,0.981,-9.424,-6.35,-5.022
5.02,-0.156,0.192,1.092,-5.227,-3.29,6.373
5.04,-0.02,0.043,0.913,-0.735,-1.014,-3.657
5.06,-0.102,0.061,0.899,5.155,3.953,-1.792
5.08,-0.09,0.075,0.877,7.151,6.414,-4.012
5.1,-0.158,-0.168,0.94,3.339,-4.887,4.199
5.12,-0.014,0.182,1.009,-5.45,-5.369,3.197
5.14,-0.08,0.084,0.979,4.177,4.486,-8.003
5.16,0.097,-0.099,1.008,-9.748,-8.45,-5.915
5.18,0.037,0.083,1.083,1.93,7.853,-3.574
5.2,-0.01,0.181,0.869,8.913,-0.83,-2.842
5.22,0.093,-0.197,0.992,6.912,-7.291,-0.003
5.24,-0.049,0.068,1.107,-7.448,1.401,8.232
5.26,0.018,0.122,1.156,4.36,0.499,-9.021
5.28,-0.02,-0.163,0.81,-8.721,-8.433,-4.129
5.3,0.028,0.01,0.912,4.848,0.099,-7.298
5.32,0.094,-0.075,1.167,5.755,3.753,2.505
5.34,-0.082,-0.024,1.189,9.63,-9.535,-2.695
5.36,-0.135,-0.043,0.862,6.72,-9.676,-8.355
5.38,0.195,-0.112,1.184,6.614,5.121,0.447
5.4,-0.18,-0.129,0.968,-2.556,7.446,7.761
5.42,-0.099,-0.008,0.88,-0.321,9.835,6.798
5.44,0.084,-0.067,1.1,5.844,9.394,-5.34
5.46,0.06,0.108,1.103,-5.695,-7.796,-2.664
5.48,-0.199,0.181,1.038,-6.615,-6.146,-0.436
5.5,0.014,0.189,0.865,-2.389,-6.161,9.261
5.52,-0.178,0.179,1.152,-4.025,-5.713,-0.584
5.54,-0.013,-0.122,0.935,-6.118,-9.109,-7.532
5.56,-0.183,0.043,1.006,2.383,-8.818,-7.997
5.58,0.183,0.131,1.006,-9.654,6.779,-2.608
5.6,-0.034,-0.088,1.047,1.813,7.092,7.183
5.62,0.053,0.053,0.95,-9.221,-1.392,-4.993
5.64,0.054,0.016,1.186,3.701,-4.147,-3.349
5.66,0.032,-0.13,0.986,1.623,8.703,4.163
5.68,-0.141,0.108,1.109,5.635,-5.077,-2.162
5.7,0.149,0.144,0.981,-3.573,-2.732,-0.233
5.72,-0.092,0.042,1.098,-2.08,8.277,6.836
5.74,0.191,0.096,0.956,8.679,-2.62,-6.721
5.76,-0.005,0.069,0.934,4.604,-3.82,-5.293
5.78,0.019,-0.15,1.075,-2.348,3.139,-6.15
5.8,-0.19,-0.009,1.078,3.022,-9.652,-7.013
5.82,0.189,-0.109,1.0,6.092,4.957,-9.067
5.84,0.02,0.01,1.155,-8.345,-3.085,0.181
5.86,-0.013,-0.106,0.938,-0.617,2.534,0.985
5.88,-0.087,0.068,0.809,9.599,0.302,-5.081
5.9,-0.06,0.161,1.059,-0.911,-6.78,-3.493
5.92,1.067,-0.928,0.264,175.155,-123.444,-185.517
5.94,-0.051,-0.015,0.826,9.465,-2.633,-1.234
5.96,-0.121,-0.179,1.027,8.948,-8.789,1.539
5.98,-0.081,0.121,0.853,9.201,4.106,-6.604
6.0,0.057,-0.029,1.187,-7.476,5.873,0.376
6.02,0.0,0.103,1.049,5.197,2.3,9.662
6.04,-0.052,0.137,1.075,-0.284,4.621,5.353
6.06,-0.163,-0.075,1.018,-4.136,-2.656,0.408
6.08,-0.153,-0.058,0.99,2.017,2.729,-9.767
6.1,0.068,0.181,1.106,-1.875,8.736,1.423
6.12,0.15,-0.17,0.815,0.145,6.959,8.916
6.14,0.135,0.179,0.911,-4.716,7.793,0.74
6.16,-0.169,-0.106,0.918,4.566,-1.86,-3.594
6.18,-0.043,0.042,1.107,3.448,-4.482,0.739
6.2,0.028,-0.018,0.853,4.139,-6.213,-6.381
6.22,0.121,-0.159,1.142,9.652,-9.061,-6.39
6.24,-0.024,-0.141,0.908,7.119,-6.211,-5.396
6.26,0.135,-0.099,0.826,5.883,-3.067,-8.531
6.28,-0.083,-0.194,0.914,6.236,0.358,-9.409
6.3,-1.538,-1.307,1.393,108.581,170.447,-182.744
6.32,-0.047,-0.01,1.174,-9.158,-9.009,5.447
6.34,-0.06,-0.148,0.985,-9.276,-5.807,-9.369
6.36,-0.018,-0.127,0.972,3.341,-6.761,9.704
6.38,-0.067,-0.196,1.101,-8.797,-4.843,-8.399
6.4,0.133,0.096,0.85,8.1,-5.369,8.104
6.42,0.156,0.072,0.891,5.183,2.135,4.804
6.44,0.025,-0.121,0.969,6.947,9.357,8.297
6.46,0.157,0.007,0.8,9.037,-4.349,5.556
6.48,0.162,0.19,0.917,9.237,3.07,-0.293
6.5,0.186,0.167,1.026,-6.356,-2.828,1.471
6.52,-0.028,-0.138,0.991,0.373,0.613,6.678
6.54,-0.037,-0.196,0.904,9.603,9.743,3.075
6.56,-0.184,-0.02,0.894,9.835,-9.76,-9.321
6.58,0.15,-0.009,0.844,4.119,7.742,1.458
6.6,0.149,-0.174,0.812,0.06,-6.727,-6.558
6.62,-0.113,0.188,0.826,5.196,9.663,-1.447
6.64,-0.051,-0.036,1.024,9.527,1.685,6.893
6.66,0.157,-0.126,0.894,-1.713,2.631,-3.538
6.68,0.115,0.008,0.871,-3.84,4.701,9.548
6.7,-0.086,0.008,1.114,-6.844,4.073,1.278
6.72,-0.176,-0.132,0.869,1.557,8.027,1.072
6.74,-0.027,0.047,1.075,9.78,4.117,4.216
6.76,-0.191,0.192,0.964,4.625,-9.843,1.95
6.78,-0.193,0.171,0.899,-5.167,-1.109,-2.63
6.8,0.024,0.096,0.98,-5.098,9.287,-8.908
6.82,0.111,-0.174,0.876,-0.444,3.519,9.038
6.84,-0.076,0.091,0.878,2.697,-9.803,3.524
6.86,-0.005,0.161,1.082,6.519,-2.469,9.849
6.88,0.08,0.034,0.977,5.687,-7.205,5.698
6.9,0.098,0.12,0.978,-1.853,-7.41,-6.578
6.92,0.12,0.178,1.042,-8.205,1.145,-5.956
6.94,0.001,0.154,0.984,0.51,-3.521,0.364
6.96,-0.015,0.197,1.13,9.961,-8.869,-3.042
6.98,-0.065,0.124,0.953,-6.354,2.622,8.035
7.0,-0.123,-0.083,1.017,-0.339,-7.544,-0.919
7.02,0.048,0.039,1.178,2.807,9.164,4.655
7.04,0.046,-0.183,0.96,-1.73,-8.283,8.639
7.06,0.186,-0.188,1.182,6.8,3.591,8.658
7.08,0.154,-0.146,0.885,4.918,-4.203,0.043
7.1,0.043,-0.019,0.95,-0.156,-0.901,5.859
7.12,0.127,-0.134,0.818,3.166,0.415,3.401
7.14,-0.123,-0.142,1.132,-5.535,8.476,-5.218
7.16,-0.117,-0.108,0.931,-5.538,-0.983,-6.692
7.18,0.031,-0.053,0.849,5.416,-8.718,-3.99
7.2,-0.013,-0.178,1.025,-6.786,-7.661,-4.118
7.22,0.109,0.07,1.189,-5.442,-6.207,1.39
7.24,-0.029,-0.144,0.827,-6.269,6.357,-5.949
7.26,-0.121,-0.121,1.01,6.354,-2.577,-2.853
7.28,-0.017,0.101,1.026,9.28,-6.731,9.841
7.3,-0.141,-0.121,1.047,-2.329,2.583,1.227
7.32,0.126,-0.092,0.979,9.414,9.346,4.449
7.34,0.033,-0.123,1.149,5.338,-8.504,5.591
7.36,-0.0,0.18,0.881,1.762,-4.187,8.934
7.38,0.097,0.121,1.174,-7.918,-0.099,4.608
7.4,-0.198,0.03,1.162,-4.946,8.342,4.475
7.42,0.061,0.193,0.913,9.76,-1.646,3.105
7.44,0.017,-0.11,1.081,4.098,1.051,9.429
7.46,-0.146,0.032,1.05,8.608,5.059,5.117
7.48,-0.161,-0.066,1.133,-4.384,-5.703,-4.006
7.5,-0.121,0.152,1.162,0.126,-3.864,6.698
7.52,0.088,-0.118,0.882,-4.628,-8.083,-0.124
7.54,-0.098,0.006,0.863,9.407,-3.022,-9.173
7.56,0.027,-0.143,1.02,-8.275,9.496,6.159
7.58,0.162,0.001,1.123,8.759,7.511,0.128
7.6,0.142,-0.123,0.922,-2.024,-1.651,9.519
7.62,-0.175,0.002,0.913,4.74,1.736,-3.755
7.64,0.058,-0.094,1.121,-3.824,4.709,-9.818
7.66,-0.174,-0.054,1.186,1.194,7.862,-0.383
7.68,-0.049,0.166,0.901,4.339,2.26,4.809
7.7,0.008,0.029,1.139,-3.731,7.081,8.011
7.72,-0.127,0.066,0.807,-1.892,6.445,-7.379
7.74,0.108,0.121,1.025,-6.619,-3.529,-9.072
7.76,0.01,0.059,0.824,-6.477,4.487,-3.361
7.78,-0.005,0.142,0.979,-9.305,-9.7,-5.082
7.8,0.183,0.103,0.841,-4.565,-5.95,5.224
7.82,-0.024,0.013,1.093,-5.479,-5.917,6.375
7.84,0.13,0.102,1.071,-3.408,-8.747,5.052
7.86,-0.012,-0.029,1.117,-9.118,-2.863,-1.81
7.88,0.036,0.07,0.904,5.505,-3.047,-9.994
7.9,-0.115,-0.056,0.909,-6.984,-4.525,-9.768
7.92,-0.17,-0.163,0.855,-0.7,2.007,5.998
7.94,0.077,-0.038,1.03,-9.627,-1.917,-1.746
7.96,-0.051,0.078,0.967,1.564,-7.06,-3.721
7.98,0.125,-0.11,1.056,-7.26,-0.358,2.978
8.0,-0.053,0.197,1.153,-4.515,-5.243,4.729
8.02,-0.014,-0.099,1.064,-1.231,-0.187,-9.398
8.04,0.101,0.153,0.84,-7.582,-3.422,4.272
8.06,0.097,0.09,1.158,-1.622,9.42,-9.06
8.08,-0.186,0.022,0.985,-6.211,9.609,-1.442
8.1,0.084,-0.167,1.08,6.209,-1.724,2.039
8.12,-0.086,0.083,0.816,-1.552,9.45,-2.733
8.14,-0.021,-0.177,0.821,2.134,8.731,-4.508
8.16,0.047,-0.128,1.142,-3.22,-3.928,-2.037
8.18,-0.146,0.009,0.879,1.628,5.73,9.591
8.2,0.088,-0.03,1.084,-7.12,5.355,-1.983
8.22,-0.181,0.113,1.182,3.42,8.836,0.285
8.24,-0.025,0.021,1.047,-8.349,0.482,-1.61
8.26,0.067,0.039,1.042,-6.192,8.611,6.854
8.28,-0.132,-0.12,0.879,0.077,-6.831,8.79
8.3,0.14,0.146,0.942,-0.678,-4.975,5.124
8.32,0.044,-0.165,1.118,9.861,4.18,-1.287
8.34,-0.102,0.156,1.196,5.31,-6.035,-4.818
8.36,-0.16,0.04,0.986,4.404,4.172,6.917
8.38,-0.069,-0.085,1.075,-5.394,4.524,2.505
8.4,-0.103,-0.103,0.805,-9.664,-5.935,-4.43
8.42,-0.09,-0.057,1.016,-8.395,-5.293,-6.221
8.44,0.185,0.168,1.017,-6.726,6.546,6.719
8.46,0.127,-0.13,0.953,2.437,8.708,1.356
8.48,-0.005,-0.011,1.071,-1.249,-8.492,-8.51
8.5,-0.144,0.025,1.175,-7.112,2.078,8.43
8.52,0.009,0.025,1.045,2.302,0.128,4.388
8.54,-0.159,0.146,1.049,2.335,-5.005,-5.951
8.56,0.026,0.131,0.8,-2.535,0.715,7.199
8.58,0.073,-0.044,0.97,-8.253,3.95,-8.634
8.6,0.116,-0.029,1.018,-8.178,-6.583,2.808
8.62,-0.079,-0.17,1.054,-5.549,-3.19,-9.358
8.64,-0.019,-0.161,1.068,-5.352,-5.97,-8.983
8.66,0.102,-0.025,1.05,-6.5,0.534,-8.971
8.68,0.144,-0.063,1.08,5.952,-3.984,7.46
8.7,-0.002,-0.153,0.912,5.593,-8.647,2.105
8.72,0.06,-0.135,0.828,-4.561,5.836,7.015
8.74,0.158,0.195,0.948,3.235,3.995,-8.738
8.76,0.106,-0.104,1.133,-7.159,-2.137,-9.552
8.78,-0.116,0.13,0.973,6.195,7.948,6.088
8.8,-0.194,-0.096,1.139,-5.825,0.667,-2.398
8.82,0.196,0.158,1.133,1.554,-6.456,6.723
8.84,0.056,0.13,1.08,-6.738,3.573,-2.803
8.86,0.168,0.071,0.96,5.308,6.427,-5.846
8.88,-0.003,0.079,0.911,5.265,0.78,9.932
8.9,0.103,0.083,0.806,-5.997,5.211,-2.762
8.92,0.148,-0.091,0.881,-5.676,-9.781,7.074
8.94,0.19,0.06,0.949,9.429,6.001,8.039
8.96,-0.194,-0.129,0.828,-3.097,3.348,6.082
8.98,0.061,-0.087,0.972,-3.427,3.903,-0.178
9.0,-0.015,-0.075,0.928,3.656,-7.944,-3.046
9.02,0.168,0.141,0.974,-3.699,-9.88,-4.872
9.04,0.026,0.162,1.042,4.336,3.796,4.77
9.06,0.104,0.052,1.192,4.535,1.215,-4.607
9.08,-0.063,-0.155,1.022,-8.359,2.178,-9.353
9.1,-0.081,0.109,1.172,-5.391,-3.135,0.42
9.12,0.019,-0.127,1.084,4.599,-6.1,-7.067
